outcomes,bet_price,title,date
Kamala Harris,500.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Beto O'Rourke,800.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Joe Biden,800.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Bernie Sanders,1000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Amy Klobuchar,1500.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Elizabeth Warren,2200.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Michael Bloomberg,2500.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Tulsi Gabbard,2500.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Sherrod Brown,2800.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Kirsten Gillibrand,3000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Mike Pence,3000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Cory Booker,3500.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Michelle Obama,4500.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Nikki Haley,4500.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Dwayne 'The Rock' Johnson,5000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Hillary Clinton,5000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Oprah Winfrey,5000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Howard Schultz,6000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
John Hickenlooper,6600.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
John Kasich,6600.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Julian Castro,6600.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Michael Avenatti,6600.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Mitt Romney,7500.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Paul Ryan,7500.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Eric Garcetti,8000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Joe Kennedy III,8000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Marco Rubio,8000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Orrin Hatch,8000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Rahm Emanuel,8000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Tom Wolf,8000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Andrew Cuomo,10000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Andrew Yang,10000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Ben Shapiro,10000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Bill Gates,10000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
George Clooney,10000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Mark Cuban,10000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Rand Paul,10000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Ted Cruz,10000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Bob Iger,12500.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Chris Murphy,12500.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Jeb Bush,12500.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Martin O'Malley,12500.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Mitch Landrieu,12500.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Tammy Duckworth,12500.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Terry McAuliffe,12500.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Tom Steyer,12500.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Ivanka Trump,15000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Kanye West,15000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Mark Zuckerberg,15000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Tim Kaine,15000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Trey Gowdy,15000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Chelsea Clinton,20000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Leonardo DiCaprio,20000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Will Smith,20000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Joe Rogan,25000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Tom Brady,25000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 09:21:48.274327
Donald Trump,200.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Kamala Harris,500.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Beto O'Rourke,800.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Joe Biden,800.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Bernie Sanders,1000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Amy Klobuchar,1500.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Elizabeth Warren,2200.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Michael Bloomberg,2500.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Tulsi Gabbard,2500.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Sherrod Brown,2800.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Kirsten Gillibrand,3000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Mike Pence,3000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Cory Booker,3500.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Michelle Obama,4500.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Nikki Haley,4500.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Dwayne 'The Rock' Johnson,5000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Hillary Clinton,5000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Oprah Winfrey,5000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Howard Schultz,6000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
John Hickenlooper,6600.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
John Kasich,6600.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Julian Castro,6600.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Michael Avenatti,6600.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Mitt Romney,7500.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Paul Ryan,7500.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Eric Garcetti,8000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Joe Kennedy III,8000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Marco Rubio,8000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Orrin Hatch,8000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Rahm Emanuel,8000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Tom Wolf,8000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Andrew Cuomo,10000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Andrew Yang,10000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Ben Shapiro,10000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Bill Gates,10000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
George Clooney,10000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Mark Cuban,10000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Rand Paul,10000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Ted Cruz,10000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Bob Iger,12500.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Chris Murphy,12500.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Jeb Bush,12500.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Martin O'Malley,12500.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Mitch Landrieu,12500.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Tammy Duckworth,12500.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Terry McAuliffe,12500.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Tom Steyer,12500.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Ivanka Trump,15000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Kanye West,15000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Mark Zuckerberg,15000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Tim Kaine,15000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Trey Gowdy,15000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Chelsea Clinton,20000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Leonardo DiCaprio,20000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Will Smith,20000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Joe Rogan,25000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Tom Brady,25000.0,US Presidential Election 2020 - Odds To Win,2019-02-21 15:18:58.748027
Donald Trump,200.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Kamala Harris,500.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Beto O'Rourke,800.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Joe Biden,800.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Bernie Sanders,1000.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Amy Klobuchar,1500.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Elizabeth Warren,2200.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Michael Bloomberg,2500.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Tulsi Gabbard,2500.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Sherrod Brown,2800.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Kirsten Gillibrand,3000.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Mike Pence,3000.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Cory Booker,3500.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Michelle Obama,4500.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Nikki Haley,4500.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Dwayne 'The Rock' Johnson,5000.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Hillary Clinton,5000.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Oprah Winfrey,5000.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Howard Schultz,6000.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
John Hickenlooper,6600.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
John Kasich,6600.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Julian Castro,6600.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Michael Avenatti,6600.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Mitt Romney,7500.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Paul Ryan,7500.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Eric Garcetti,8000.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Joe Kennedy III,8000.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Marco Rubio,8000.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Orrin Hatch,8000.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Rahm Emanuel,8000.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Tom Wolf,8000.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Andrew Cuomo,10000.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Andrew Yang,10000.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Ben Shapiro,10000.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Bill Gates,10000.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
George Clooney,10000.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Mark Cuban,10000.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Rand Paul,10000.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Ted Cruz,10000.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Bob Iger,12500.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Chris Murphy,12500.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Jeb Bush,12500.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Martin O'Malley,12500.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Mitch Landrieu,12500.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Tammy Duckworth,12500.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Terry McAuliffe,12500.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Tom Steyer,12500.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Ivanka Trump,15000.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Kanye West,15000.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Mark Zuckerberg,15000.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Tim Kaine,15000.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Trey Gowdy,15000.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Chelsea Clinton,20000.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Leonardo DiCaprio,20000.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Will Smith,20000.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Joe Rogan,25000.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Tom Brady,25000.0,US Presidential Election 2020 - Odds To Win,2019-02-22 08:54:37.335479
Donald Trump,200.0,US Presidential Election 2020 - Odds To Win,2019-02-23 13:59:06.322735
Kamala Harris,500.0,US Presidential Election 2020 - Odds To Win,2019-02-23 13:59:06.322735
Beto O'Rourke,800.0,US Presidential Election 2020 - Odds To Win,2019-02-23 13:59:06.322735
Joe Biden,800.0,US Presidential Election 2020 - Odds To Win,2019-02-23 13:59:06.322735
Bernie Sanders,1000.0,US Presidential Election 2020 - Odds To Win,2019-02-23 13:59:06.322735
Amy Klobuchar,1500.0,US Presidential Election 2020 - Odds To Win,2019-02-23 13:59:06.322735
Elizabeth Warren,2200.0,US Presidential Election 2020 - Odds To Win,2019-02-23 13:59:06.322735
Michael Bloomberg,2500.0,US Presidential Election 2020 - Odds To Win,2019-02-23 13:59:06.322735
Tulsi Gabbard,2500.0,US Presidential Election 2020 - Odds To Win,2019-02-23 13:59:06.322735
Sherrod Brown,2800.0,US Presidential Election 2020 - Odds To Win,2019-02-23 13:59:06.322735
Kirsten Gillibrand,3000.0,US Presidential Election 2020 - Odds To Win,2019-02-23 13:59:06.322735
Mike Pence,3000.0,US Presidential Election 2020 - Odds To Win,2019-02-23 13:59:06.322735
Cory Booker,3500.0,US Presidential Election 2020 - Odds To Win,2019-02-23 13:59:06.322735
Michelle Obama,4500.0,US Presidential Election 2020 - Odds To Win,2019-02-23 13:59:06.322735
Nikki Haley,4500.0,US Presidential Election 2020 - Odds To Win,2019-02-23 13:59:06.322735
Dwayne 'The Rock' Johnson,5000.0,US Presidential Election 2020 - Odds To Win,2019-02-23 13:59:06.322735
Hillary Clinton,5000.0,US Presidential Election 2020 - Odds To Win,2019-02-23 13:59:06.322735
Oprah Winfrey,5000.0,US Presidential Election 2020 - Odds To Win,2019-02-23 13:59:06.322735
Howard Schultz,6000.0,US Presidential Election 2020 - Odds To Win,2019-02-23 13:59:06.322735
John Hickenlooper,6600.0,US Presidential Election 2020 - Odds To Win,2019-02-23 13:59:06.322735
John Kasich,6600.0,US Presidential Election 2020 - Odds To Win,2019-02-23 13:59:06.322735
Julian Castro,6600.0,US Presidential Election 2020 - Odds To Win,2019-02-23 13:59:06.322735
Michael Avenatti,6600.0,US Presidential Election 2020 - Odds To Win,2019-02-23 13:59:06.322735
Mitt Romney,7500.0,US Presidential Election 2020 - Odds To Win,2019-02-23 13:59:06.322735
Paul Ryan,7500.0,US Presidential Election 2020 - Odds To Win,2019-02-23 13:59:06.322735
Eric Garcetti,8000.0,US Presidential Election 2020 - Odds To Win,2019-02-23 13:59:06.322735
Joe Kennedy III,8000.0,US Presidential Election 2020 - Odds To Win,2019-02-23 13:59:06.322735
Marco Rubio,8000.0,US Presidential Election 2020 - Odds To Win,2019-02-23 13:59:06.322735
Orrin Hatch,8000.0,US Presidential Election 2020 - Odds To Win,2019-02-23 13:59:06.322735
Rahm Emanuel,8000.0,US Presidential Election 2020 - Odds To Win,2019-02-23 13:59:06.322735
Tom Wolf,8000.0,US Presidential Election 2020 - Odds To Win,2019-02-23 13:59:06.322735
Andrew Cuomo,10000.0,US Presidential Election 2020 - Odds To Win,2019-02-23 13:59:06.322735
Andrew Yang,10000.0,US Presidential Election 2020 - Odds To Win,2019-02-23 13:59:06.322735
Ben Shapiro,10000.0,US Presidential Election 2020 - Odds To Win,2019-02-23 13:59:06.322735
